Year,State,Energy Source,"Sum of CO2
(Metric Tons)","Sum of SO2
(Metric Tons)","Sum of NOx
(Metric Tons)"
1998,OK,Other,3136,6,16
1998,OK,Other Gases,0,2,400
1998,OK,Petroleum,81050,510,3932
1998,OK,Wood and Wood Derived Fuels,0,5194,1754
1998,OR,All Sources,13904368,28794,26328
1998,OR,Coal,7146880,25110,15112
1998,OR,Natural Gas,6561496,34,7692
1998,OR,Other,141064,290,852
1998,OR,Petroleum,54928,140,200
1998,OR,Wood and Wood Derived Fuels,0,3218,2462
1998,PA,All Sources,240974844,2145394,521154
1998,PA,Coal,223166312,2029080,444774
1998,PA,Natural Gas,4825474,14,8898
1998,PA,Other,2549884,5464,13714
1998,PA,Other Biomass,0,86,2862
1998,PA,Other Gases,23352,42,1474
1998,PA,Petroleum,10409822,103628,46734
1998,PA,Wood and Wood Derived Fuels,0,7084,2694
1998,RI,All Sources,7249234,4954,5316
1998,RI,Natural Gas,6545968,32,1118
1998,RI,Other Biomass,0,2,2658
1998,RI,Petroleum,703266,4918,1540
1998,SC,All Sources,66122744,435810,199178
1998,SC,Coal,63448608,405568,184270
1998,SC,Natural Gas,1321300,4,1818
1998,SC,Other,199150,342,1010
1998,SC,Other Biomass,0,194,346
1998,SC,Other Gases,478,0,0
1998,SC,Petroleum,1153208,7054,2708
1998,SC,Wood and Wood Derived Fuels,0,22652,9032
1998,SD,All Sources,6855580,44072,43216
1998,SD,Coal,6493414,43838,42142
1998,SD,Natural Gas,304318,0,340
1998,SD,Other,0,80,366
1998,SD,Petroleum,57848,154,370
1998,TN,All Sources,121765726,1031770,450400
1998,TN,Coal,118464956,1021646,433304
1998,TN,Natural Gas,1748480,4,4060
1998,TN,Other,263360,686,1326
1998,TN,Other Biomass,0,34,602
1998,TN,Other Gases,0,2,52
1998,TN,Petroleum,1288930,2762,7368
1998,TN,Wood and Wood Derived Fuels,0,6630,3694
1998,TX,All Sources,498405182,1428326,1062722
1998,TX,Coal,284043854,1299750,489794
1998,TX,Natural Gas,210569680,926,511274
1998,TX,Other,0,20,4842
1998,TX,Other Biomass,0,418,2482
1998,TX,Other Gases,0,96,10042
1998,TX,Petroleum,3791648,97714,34956
1998,TX,Wood and Wood Derived Fuels,0,29396,9328
1998,UT,All Sources,63651476,61072,142180
1998,UT,Coal,62818848,60980,138564
1998,UT,Geothermal,8224,0,0
1998,UT,Natural Gas,755718,2,2846
1998,UT,Other Gases,11680,22,598
1998,UT,Petroleum,57006,66,168
1998,VA,All Sources,85387272,558156,265704
1998,VA,Coal,73490370,486366,220706
1998,VA,Natural Gas,4814280,22,15042
1998,VA,Other,1514590,3158,7962
1998,VA,Other Biomass,0,8,2482
1998,VA,Other Gases,868,0,0
1998,VA,Petroleum,5567164,42600,9992
1998,VA,Wood and Wood Derived Fuels,0,25998,9510
1998,VT,All Sources,112432,312,1662
1998,VT,Natural Gas,20238,0,354
1998,VT,Petroleum,92194,230,584
1998,VT,Wood and Wood Derived Fuels,0,82,722
1998,WA,All Sources,25506750,157738,67372
1998,WA,Coal,19857180,139008,43286
1998,WA,Natural Gas,4822394,28,14994
1998,WA,Other,236908,490,1446
1998,WA,Other Biomass,0,496,1092
1998,WA,Other Gases,0,2,50
1998,WA,Petroleum,590268,3404,1232
1998,WA,Wood and Wood Derived Fuels,0,14302,5276
1998,WI,All Sources,97765508,502126,237432
1998,WI,Coal,92053266,451510,216594
1998,WI,Natural Gas,3917164,6,5756
1998,WI,Other,90782,3974,1548
1998,WI,Other Biomass,0,14,3004
1998,WI,Petroleum,1704296,29276,5048
1998,WI,Wood and Wood Derived Fuels,0,17338,5492
1998,WV,All Sources,168391820,1263150,547282
1998,WV,Coal,166954128,1262224,542934
1998,WV,Natural Gas,1089912,4,2460
1998,WV,Other,0,0,2
1998,WV,Other Gases,0,52,1358
1998,WV,Petroleum,347780,866,534
1998,WY,All Sources,93375550,210250,193556
1998,WY,Coal,92732196,208920,191218
1998,WY,Natural Gas,480850,2,1624
1998,WY,Other,0,0,78
1998,WY,Other Gases,0,0,252
1998,WY,Petroleum,162504,1326,386
1999,AK,All Sources,8767224,22462,38712
1999,AK,Coal,2882192,15182,6320
1999,AK,Natural Gas,4365100,20,17600
1999,AK,Petroleum,1519932,7258,14792
1999,AL,All Sources,153502776,1104060,394228
1999,AL,Coal,144309738,1029234,339726
1999,AL,Natural Gas,8147398,42,22208
1999,AL,Other,35508,376,82
1999,AL,Other Biomass,0,68,150
1999,AL,Other Gases,0,42,1070
1999,AL,Petroleum,1010132,6694,3464
1999,AL,Wood and Wood Derived Fuels,0,67612,27528
1999,AR,All Sources,58982202,171550,112664
1999,AR,Coal,50779234,143014,81338
1999,AR,Natural Gas,7833006,38,18450
1999,AR,Other,0,0,4
1999,AR,Other Biomass,0,0,508
1999,AR,Petroleum,369962,2156,3016
1999,AR,Wood and Wood Derived Fuels,0,26346,9348
1999,AZ,All Sources,81944526,143336,167142
1999,AZ,Coal,75902554,143156,151882
1999,AZ,Natural Gas,5956714,30,14898
1999,AZ,Other Biomass,0,0,12
1999,AZ,Petroleum,85258,148,352
1999,CA,All Sources,115769396,280308,274202
1999,CA,Coal,7766628,48640,19200
1999,CA,Geothermal,670320,0,0
1999,CA,Natural Gas,100144920,458,174234
1999,CA,Other,981694,4792,4606
1999,CA,Other Biomass,0,46,23754
1999,CA,Other Gases,1248,30,9484
1999,CA,Petroleum,6204586,222658,32752
1999,CA,Wood and Wood Derived Fuels,0,3686,10172
1999,CO,All Sources,72609164,169288,143390
1999,CO,Coal,67120258,168914,128986
1999,CO,Natural Gas,5342946,22,9242
1999,CO,Other Biomass,0,0,2682
1999,CO,Petroleum,145960,300,2028
1999,CO,Wood and Wood Derived Fuels,0,50,446
1999,CT,All Sources,24284940,88610,35856
1999,CT,Coal,2864396,1498,522
1999,CT,Natural Gas,4198426,14,3040
1999,CT,Other,2398812,9080,10960
1999,CT,Other Biomass,0,0,626
1999,CT,Other Gases,86502,0,80
1999,CT,Petroleum,14736804,78014,20624
1999,DC,All Sources,510230,2752,1208
1999,DC,Petroleum,510230,2752,1208
1999,DE,All Sources,12471838,56102,27052
1999,DE,Coal,6278686,44896,14160
1999,DE,Natural Gas,2072034,0,666
1999,DE,Other Gases,0,0,706
1999,DE,Petroleum,4121118,11206,11518
1999,FL,All Sources,245147654,1466800,664030
1999,FL,Coal,133449772,834686,355828
1999,FL,Natural Gas,43713930,166,58644
1999,FL,Other,4326986,10452,26566
1999,FL,Other Biomass,0,1092,4960
1999,FL,Other Gases,678,22,576
1999,FL,Petroleum,63656288,592692,204904
1999,FL,Wood and Wood Derived Fuels,0,27680,12534
1999,GA,All Sources,158076062,1122790,377726
1999,GA,Coal,147217112,979200,330050
1999,GA,Natural Gas,5338552,16,9548
1999,GA,Other,187978,862,752
1999,GA,Other Biomass,0,190,696
1999,GA,Petroleum,5332420,75802,13574
1999,GA,Wood and Wood Derived Fuels,0,66700,23098
1999,HI,All Sources,16771700,88834,55936
1999,HI,Coal,2905496,6086,7710
1999,HI,Geothermal,10834,0,0
1999,HI,Other,439778,990,2320
1999,HI,Other Biomass,0,66,1056
1999,HI,Other Gases,0,0,240
1999,HI,Petroleum,13415592,81684,44608
1999,IA,All Sources,79512936,320056,172648
1999,IA,Coal,77517038,310130,164186
1999,IA,Natural Gas,1697258,6,3434
1999,IA,Other,8006,156,494
1999,IA,Other Biomass,0,0,2092
1999,IA,Petroleum,290634,9764,2420
1999,IA,Wood and Wood Derived Fuels,0,0,4
1999,ID,All Sources,1880818,12260,7706
1999,ID,Coal,770030,6362,1996
1999,ID,Natural Gas,1109846,4,2624
1999,ID,Other,0,0,96
1999,ID,Petroleum,942,4,8
1999,ID,Wood and Wood Derived Fuels,0,5890,2984
1999,IL,All Sources,175044016,1513176,562976
1999,IL,Coal,164207888,1463478,529158
1999,IL,Natural Gas,8887074,16,17594
1999,IL,Other,227660,1862,2426
1999,IL,Other Biomass,0,18,3392
1999,IL,Other Gases,0,4,450
1999,IL,Petroleum,1721394,47800,9960
1999,IL,Wood and Wood Derived Fuels,0,0,2
1999,IN,All Sources,235678106,1768592,668976
1999,IN,Coal,226837444,1761480,635994
1999,IN,Natural Gas,5749934,24,13890
1999,IN,Other,581450,1034,3318
1999,IN,Other Biomass,0,0,1926
1999,IN,Other Gases,1488,428,11006
1999,IN,Petroleum,2507790,5616,2828
1999,KS,All Sources,67937832,214134,167734
1999,KS,Coal,63254108,210250,147238
1999,KS,Natural Gas,4080542,116,11782
1999,KS,Petroleum,603182,3770,8720
1999,KY,All Sources,171585748,1195678,557888
1999,KY,Coal,170741600,1194664,554728
1999,KY,Natural Gas,618754,2,1922
1999,KY,Petroleum,225394,996,1122
1999,KY,Wood and Wood Derived Fuels,0,12,110
1999,LA,All Sources,113269010,373390,306008
1999,LA,Coal,44215646,203672,87786
1999,LA,Natural Gas,64525344,302,146482
1999,LA,Other,234432,2398,3306
1999,LA,Other Biomass,0,54,262
1999,LA,Other Gases,0,24,3364
1999,LA,Petroleum,4293588,124110,47642
1999,LA,Wood and Wood Derived Fuels,0,42830,17168
1999,MA,All Sources,53448856,246120,92850
1999,MA,Coal,21037692,128530,38288
1999,MA,Natural Gas,11351972,40,6994
1999,MA,Other,2469264,4560,13366
1999,MA,Other Biomass,0,0,618
1999,MA,Petroleum,18589928,112940,33202
1999,MA,Wood and Wood Derived Fuels,0,42,372
1999,MD,All Sources,66893470,539774,210080
1999,MD,Coal,54863650,474014,170774
1999,MD,Natural Gas,2872180,6,5596
1999,MD,Other,1151972,2324,6038
1999,MD,Other Biomass,0,0,934
1999,MD,Other Gases,2,6,152
1999,MD,Petroleum,8005666,59406,25550
1999,MD,Wood and Wood Derived Fuels,0,4008,1034
1999,ME,All Sources,13822772,110312,40704
1999,ME,Coal,1255196,4262,2842
1999,ME,Natural Gas,239404,0,590
1999,ME,Other,822750,3532,3448
1999,ME,Other Biomass,0,162,286
1999,ME,Other Gases,18160,0,8
1999,ME,Petroleum,11487262,79074,18810
1999,ME,Wood and Wood Derived Fuels,0,23284,14716
1999,MI,All Sources,162941022,801780,400844
1999,MI,Coal,140442382,737872,334352
1999,MI,Natural Gas,17426132,56,34172
1999,MI,Other,1053260,4984,5316
1999,MI,Other Biomass,0,76,8132
1999,MI,Other Gases,176,0,4
1999,MI,Petroleum,4019072,49316,11366
1999,MI,Wood and Wood Derived Fuels,0,9470,7498
1999,MN,All Sources,69984170,204640,180376
1999,MN,Coal,65375238,196456,163374
1999,MN,Natural Gas,2589646,6,4990
1999,MN,Other,331494,838,4958
1999,MN,Other Biomass,0,8,1424
1999,MN,Petroleum,1687792,890,1320
1999,MN,Wood and Wood Derived Fuels,0,6434,4318
1999,MO,All Sources,131228064,492470,348570
1999,MO,Coal,128431434,480306,338508
1999,MO,Natural Gas,2172320,14,5170
1999,MO,Other,5812,74,30
1999,MO,Other Biomass,0,6,56
1999,MO,Petroleum,618498,12062,4806
1999,MS,All Sources,44847716,243810,126860
1999,MS,Coal,25161558,142026,60432
1999,MS,Natural Gas,14464130,62,14244
1999,MS,Petroleum,5222028,81736,44108
1999,MS,Wood and Wood Derived Fuels,0,19982,8078
1999,MT,All Sources,37644780,55184,82620
1999,MT,Coal,35666358,45930,75076
1999,MT,Natural Gas,396752,2,920
1999,MT,Other Gases,1410,0,10
1999,MT,Petroleum,1580260,4996,5112
1999,MT,Wood and Wood Derived Fuels,0,4256,1500
1999,NC,All Sources,140629944,952686,411844
1999,NC,Coal,135419286,902868,390152
1999,NC,Natural Gas,1839658,4,3868
1999,NC,Other,95068,196,700
1999,NC,Other Biomass,0,66,222
1999,NC,Petroleum,3275932,19842,7450
1999,NC,Wood and Wood Derived Fuels,0,29702,9450
1999,ND,All Sources,63877230,348774,155252
1999,ND,Coal,63705676,347932,154504
1999,ND,Natural Gas,7412,0,18
1999,ND,Other Biomass,0,4,64
1999,ND,Other Gases,0,2,366
1999,ND,Petroleum,164142,838,300
1999,NE,All Sources,37971352,111608,83256
1999,NE,Coal,37354568,111466,80514
1999,NE,Natural Gas,555340,0,1128
1999,NE,Other Biomass,0,0,804
1999,NE,Petroleum,61444,142,802
1999,NH,All Sources,10158034,104778,31932
1999,NH,Coal,6587972,72284,17264
1999,NH,Natural Gas,192082,0,374
1999,NH,Other,198792,376,1108
1999,NH,Other Biomass,0,2,3006
1999,NH,Petroleum,3179188,31738,6838
1999,NH,Wood and Wood Derived Fuels,0,380,3338
1999,NJ,All Sources,39481560,127866,79236
1999,NJ,Coal,16536896,115276,48796
1999,NJ,Natural Gas,19458278,74,14224
1999,NJ,Other,1766790,3292,9758
1999,NJ,Other Biomass,0,254,2036
1999,NJ,Other Gases,0,6,1066
1999,NJ,Petroleum,1719596,8960,3346
1999,NM,All Sources,62976126,134184,155706
1999,NM,Coal,57600060,134106,145936
1999,NM,Natural Gas,5308508,22,9068
1999,NM,Other Biomass,0,0,448
1999,NM,Petroleum,67558,56,254
1999,NV,All Sources,42678692,88330,85850
1999,NV,Coal,32559804,88200,65582
1999,NV,Geothermal,72700,0,0
1999,NV,Natural Gas,9977930,22,15972
1999,NV,Petroleum,68258,106,4298
1999,NY,All Sources,125571728,605260,213736
1999,NY,Coal,49092976,442038,99050
1999,NY,Natural Gas,49739876,116,32914
1999,NY,Other,3061712,5684,16724
1999,NY,Other Biomass,0,2,7050
1999,NY,Other Gases,330,4,78
1999,NY,Petroleum,23676834,153174,56626
1999,NY,Wood and Wood Derived Fuels,0,4234,1286
1999,OH,All Sources,241480692,2444452,804234
1999,OH,Coal,236749122,2391450,784276
1999,OH,Natural Gas,2586566,4,4278
1999,OH,Other Gases,0,38,2514
1999,OH,Petroleum,2145004,33142,7220
1999,OH,Wood and Wood Derived Fuels,0,19810,5952
1999,OK,All Sources,89255640,205782,197740
1999,OK,Coal,68389532,200404,144448
1999,OK,Natural Gas,20735258,92,44188
1999,OK,Other,3338,6,16
1999,OK,Other Gases,0,2,448
1999,OK,Petroleum,127512,772,7144
1999,OK,Wood and Wood Derived Fuels,0,4504,1492
1999,OR,All Sources,14118914,33474,26272
1999,OR,Coal,7713836,31134,16842
1999,OR,Natural Gas,6254090,32,6754
1999,OR,Other,135812,280,822
1999,OR,Petroleum,15176,40,28
1999,OR,Wood and Wood Derived Fuels,0,1988,1828
1999,PA,All Sources,233336752,1997010,439760
1999,PA,Coal,217075580,1904746,370750
1999,PA,Natural Gas,5179896,4,5780
1999,PA,Other,2604538,6130,13930
1999,PA,Other Biomass,0,76,4206
1999,PA,Other Gases,624,42,1574
1999,PA,Petroleum,8476114,78668,41858
1999,PA,Wood and Wood Derived Fuels,0,7350,1648
1999,RI,All Sources,6353288,2774,5174
1999,RI,Natural Gas,5930582,26,1198
1999,RI,Other Biomass,0,2,2960
1999,RI,Petroleum,422706,2746,1016
1999,SC,All Sources,71351470,441026,177692
1999,SC,Coal,68274502,418254,165674
1999,SC,Natural Gas,1451452,4,1612
1999,SC,Other,199150,342,1006
1999,SC,Other Biomass,0,1716,242
1999,SC,Other Gases,300202,0,124
1999,SC,Petroleum,1126164,3732,1954
1999,SC,Wood and Wood Derived Fuels,0,16982,7078
1999,SD,All Sources,7704004,48978,44150
1999,SD,Coal,7378834,48692,43028
1999,SD,Natural Gas,275168,0,316
1999,SD,Other,0,164,536
1999,SD,Petroleum,50002,120,268
1999,TN,All Sources,120319108,975906,366960
1999,TN,Coal,117547270,967486,352278
1999,TN,Natural Gas,1528280,2,2802
1999,TN,Other,261064,726,1308
1999,TN,Other Biomass,0,0,510
1999,TN,Other Gases,0,2,48
1999,TN,Petroleum,982494,1642,5558
1999,TN,Wood and Wood Derived Fuels,0,6050,4454
1999,TX,All Sources,509969918,1444818,1019554
1999,TX,Coal,292209406,1308960,473458
1999,TX,Natural Gas,213105602,928,473850
1999,TX,Other,0,22,5076
1999,TX,Other Biomass,0,402,2030
1999,TX,Other Gases,0,102,10678
1999,TX,Petroleum,4654910,110796,47464
1999,TX,Wood and Wood Derived Fuels,0,23606,6992
1999,UT,All Sources,65253970,56204,140576
1999,UT,Coal,64161638,55950,133512
1999,UT,Geothermal,7992,0,0
1999,UT,Natural Gas,923318,2,5986
1999,UT,Other,113452,194,572
1999,UT,Other Gases,0,14,384
1999,UT,Petroleum,47570,42,126
1999,VA,All Sources,88468518,593152,241862
1999,VA,Coal,75376872,525274,193116
1999,VA,Natural Gas,5426756,24,15544
1999,VA,Other,1534638,3156,8104
1999,VA,Other Biomass,0,6,2242
1999,VA,Petroleum,6130252,40768,12872
1999,VA,Wood and Wood Derived Fuels,0,23916,9982
1999,VT,All Sources,87278,252,1458
1999,VT,Natural Gas,26836,0,0
1999,VT,Petroleum,60442,176,332
1999,VT,Wood and Wood Derived Fuels,0,76,1128
1999,WA,All Sources,24407858,181880,66200
1999,WA,Coal,18552150,162238,40556
1999,WA,Natural Gas,5135074,30,15458
1999,WA,Other,236212,456,1338
1999,WA,Other Biomass,0,148,1420
1999,WA,Other Gases,0,2,34
1999,WA,Petroleum,484422,3082,890
1999,WA,Wood and Wood Derived Fuels,0,15924,6508
1999,WI,All Sources,99160376,473202,231840
1999,WI,Coal,93646616,415200,210472
1999,WI,Natural Gas,3563202,4,4686
1999,WI,Other,8640,3198,1408
1999,WI,Other Biomass,0,44,3122
1999,WI,Petroleum,1941918,35310,5590
1999,WI,Wood and Wood Derived Fuels,0,19436,6564
1999,WV,All Sources,173563226,1312172,532070
1999,WV,Coal,172106014,1295086,526348
1999,WV,Natural Gas,1102512,6,2488
1999,WV,Other,0,0,2
1999,WV,Other Gases,0,16196,2696
1999,WV,Petroleum,354700,884,538
1999,WY,All Sources,89871886,193902,179658
1999,WY,Coal,89130314,193280,177300
1999,WY,Natural Gas,582016,2,1752
1999,WY,Other,0,0,80
1999,WY,Other Gases,0,2,312
1999,WY,Petroleum,159556,618,218
2000,AK,All Sources,9115688,28118,36298
2000,AK,Coal,2955290,22790,5850
2000,AK,Natural Gas,4974000,24,19186
2000,AK,Petroleum,1186398,5304,11262
2000,AL,All Sources,163029994,1035060,387306
2000,AL,Coal,152116392,966762,328572
2000,AL,Natural Gas,9487888,48,26772
2000,AL,Other,76422,772,162
2000,AL,Other Biomass,0,364,680
2000,AL,Other Gases,145076,36,970
2000,AL,Petroleum,1204216,3992,2600
2000,AL,Wood and Wood Derived Fuels,0,63088,27546
2000,AR,All Sources,58127424,168662,114584
2000,AR,Coal,50794308,138002,82064
2000,AR,Natural Gas,6866682,38,19320
2000,AR,Other,582,6,16
2000,AR,Other Biomass,0,2,490
2000,AR,Petroleum,465852,4448,2680
2000,AR,Wood and Wood Derived Fuels,0,26166,10012
2000,AZ,All Sources,91743160,136552,187874
2000,AZ,Coal,80979400,135728,159046
2000,AZ,Natural Gas,10411320,66,27258
2000,AZ,Other Biomass,0,0,10
2000,AZ,Petroleum,352440,756,1558
2000,CA,All Sources,135593232,252996,290870
2000,CA,Coal,7804832,56496,19264
2000,CA,Geothermal,632438,0,0
2000,CA,Natural Gas,119157102,588,193538
2000,CA,Other,736918,3330,3982
2000,CA,Other Biomass,0,44,29040
2000,CA,Other Gases,988,30,7086
2000,CA,Petroleum,7260954,188588,27354
2000,CA,Wood and Wood Derived Fuels,0,3918,10598
2000,CO,All Sources,80172912,164834,147122
2000,CO,Coal,72061282,164180,130850
2000,CO,Natural Gas,7793484,30,10908
2000,CO,Other Biomass,0,0,828
2000,CO,Petroleum,318146,626,4540
2000,CT,All Sources,25303922,103442,37642
2000,CT,Coal,6741112,38370,5374
2000,CT,Natural Gas,4482056,18,7502
2000,CT,Other,2362998,12198,11100
2000,CT,Other Biomass,0,0,686
2000,CT,Petroleum,11717756,52854,12976
2000,DC,All Sources,342194,1818,716
2000,DC,Petroleum,342194,1818,716
2000,DE,All Sources,12159276,76062,24812
2000,DE,Coal,8778200,68184,17008
2000,DE,Natural Gas,903938,0,474
2000,DE,Other Gases,0,2,2752
2000,DE,Petroleum,2477138,7882,4582
2000,FL,All Sources,249923330,1245130,623558
2000,FL,Coal,141601504,757500,351812
2000,FL,Natural Gas,43238786,140,51266
2000,FL,Other,4318216,18774,26112
2000,FL,Other Biomass,0,780,3990
2000,FL,Other Gases,3100,20,512
2000,FL,Petroleum,60761724,441758,178088
2000,FL,Wood and Wood Derived Fuels,0,26136,11762
2000,GA,All Sources,165173014,1117686,394248
2000,GA,Coal,152717776,975520,344108
2000,GA,Natural Gas,6461400,22,11212
2000,GA,Other,230862,1664,808
2000,GA,Other Biomass,0,372,794
2000,GA,Petroleum,5762976,77140,14630
2000,GA,Wood and Wood Derived Fuels,0,62966,22682
2000,HI,All Sources,17358160,101764,52232
2000,HI,Coal,3281492,22834,5610
2000,HI,Geothermal,13464,0,0
2000,HI,Other,425910,1576,2318
2000,HI,Other Biomass,0,60,956
2000,HI,Other Gases,640,0,176
2000,HI,Petroleum,13636654,77292,43170
2000,IA,All Sources,83767518,314458,170328
2000,IA,Coal,81992400,310668,163050
2000,IA,Natural Gas,1540246,6,3190
2000,IA,Other,6482,194,420
2000,IA,Other Biomass,0,0,2144
2000,IA,Petroleum,228390,3582,1520
2000,ID,All Sources,1655284,11932,7056
2000,ID,Coal,676634,5442,1856
2000,ID,Natural Gas,941610,4,2244
2000,ID,Other,0,0,62
2000,ID,Petroleum,37040,212,146
2000,ID,Wood and Wood Derived Fuels,0,6274,2750
2000,IL,All Sources,189486360,997968,473684
2000,IL,Coal,178671490,967586,435884
2000,IL,Natural Gas,8405584,22,21248
2000,IL,Other,433276,1294,274
2000,IL,Other Biomass,0,16,7458
2000,IL,Other Gases,0,6,454
2000,IL,Petroleum,1976010,29038,8356
2000,IN,All Sources,248134758,1642102,641194
2000,IN,Coal,239941456,1635118,611874
2000,IN,Natural Gas,5136508,20,11296
2000,IN,Other,574948,2046,3008
2000,IN,Other Biomass,0,0,2038
2000,IN,Other Gases,124,382,9826
2000,IN,Petroleum,2481722,4528,3146
2000,KS,All Sources,74301424,211094,172344
2000,KS,Coal,69700488,204928,152880
2000,KS,Natural Gas,3815520,4,12404
2000,KS,Petroleum,785416,6164,7064
2000,KY,All Sources,175172066,1061278,448464
2000,KY,Coal,174147438,1060876,445394
2000,KY,Natural Gas,759228,2,1894
2000,KY,Other Gases,144,0,0
2000,KY,Petroleum,265256,392,1056
2000,KY,Wood and Wood Derived Fuels,0,14,122
2000,LA,All Sources,116183318,348860,300836
2000,LA,Coal,49198122,184074,92290
2000,LA,Natural Gas,62339666,256,103546
2000,LA,Other,171082,1758,3908
2000,LA,Other Biomass,0,62,292
2000,LA,Other Gases,0,38,3536
2000,LA,Petroleum,4474448,119130,80720
2000,LA,Wood and Wood Derived Fuels,0,43538,16544
2000,MA,All Sources,49632398,219890,87836
2000,MA,Coal,21228284,125958,33526
2000,MA,Natural Gas,11038690,44,13098
2000,MA,Other,2551832,9490,13946
2000,MA,Other Biomass,0,2,3200
